objectid,title,type,date,archival_date,towns_covered,county_covered,display_template,format
directories0335,Coeur d'Alene,phone book,2001,2001-2002,Coeur d'Alene; Athol; Bayview; Chilco; Dalton Gardens; Fernan Lake; Garwood; Greenacres; Hauser; Hauser Lake; Hayden Lake; Huetter; Lakeview; Pilot Rock; Post Falls; Rathdrum; Rimrock; Ross Point; Setters; Spirit Lake; Twin Lakes,,record,record
directories0336,Downey,phone book,1953,1953,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0337,Downey,phone book,1956,1956,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0338,Downey,phone book,1958,1958,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0339,Downey,phone book,1961,1961,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0340,Downey,phone book,1966,1966,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0341,Downey,phone book,1968,1968,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0342,Downey,phone book,1969,1969,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0343,Downey,phone book,1971,1971,Downey; Lava Hot Springs; McCammon; Swan Lake; Arimo; Virginia; Robin,,record,record
directories0344,Dubois,phone book,1956,1956,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0345,Dubois,phone book,1959,1959,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0346,Dubois,phone book,1963,1963,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0347,Dubois,phone book,1968,1968,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0348,Dubois,phone book,1969,1969,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0349,Dubois,phone book,1970,1970,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0350,Dubois,phone book,1972,1972,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0351,Dubois,phone book,1973,1973,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0352,Dubois,phone book,1974,1974,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0353,Dubois,phone book,1975,1975,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0354,Dubois,phone book,1976,1976,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0355,Dubois,phone book,1978,1978,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0356,Dubois,phone book,1981,1981,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0357,Dubois,phone book,1984,1984,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0358,Dubois,phone book,1988,1988,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0359,Dubois,phone book,1990,1990,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0360,Dubois,phone book,1992,1992,Dubois; Hamer; Kilgore; Terreton; Camas; Spencer; Mud Lake; Monteview; Medicine Lodge; Small,,record,record
directories0361,Emmett,phone book,1953,1953,Emmett; ,,record,record
directories0362,Emmett,phone book,1956,1956,Emmett; ,,record,record
directories0363,Emmett,phone book,1993,1993-1994,Emmett; Sweet; Ola; Montour,,record,record
directories0364,Emmett,phone book,1995,1995-1996,Emmett; Sweet; Ola; Montour,,record,record
directories0365,Emmett,phone book,1996,1996-1997,Emmett; Sweet; Ola; Montour,,record,record
directories0366,Emmett,phone book,1997,1997-1998,Emmett; Sweet; Ola; Montour,,record,record
directories0367,Emmett,phone book,1998,1998-1999,Emmett; Sweet; Ola; Montour,,record,record
directories0368,Emmett,phone book,1999,1999-2000,Emmett; Sweet; Ola; Montour,,record,record
directories0369,Emmett,phone book,2000,2000-2001,Emmett; Sweet; Ola; Montour,,record,record
directories0370,Emmett,phone book,2003,2003,Emmett; Sweet; Ola; Montour,,record,record
directories0371,Emmett,phone book,2004,2004,Emmett; Sweet; Ola; Montour,,record,record
directories0372,Fairfield,phone book,1962,1962,Fairfield; Corral; Hill City,,record,record
directories0373,Fairfield,phone book,1965,1965,Fairfield; Corral; Hill City,,record,record
directories0374,Fairfield,phone book,1968,1968,Fairfield; Corral; Hill City,,record,record
directories0375,Fairfield,phone book,1969,1969-1970,Fairfield; Corral; Hill City,,record,record
directories0376,Fairfield,phone book,1971,1971-1972,Fairfield; Carey; Corral; Hill City,,record,record
directories0377,Fairfield,phone book,1972,1972-1973,Fairfield; Corral; Hill City,,record,record
directories0378,Fairfield,phone book,1973,1973-1974,Fairfield; Corral; Hill City,,record,record
directories0379,Fairfield,phone book,1974,1974-1975,Fairfield; Corral; Hill City,,record,record
directories0380,Fairfield,phone book,1975,1975-1976,Fairfield; Corral; Hill City,,record,record
directories0381,Fairfield,phone book,1980,1980,Fairfield; Corral; Hill City,,record,record
directories0382,Fairfield,phone book,1981,1981,Fairfield; Corral; Hill City,,record,record
directories0383,Fairfield,phone book,1982,1982,Fairfield; Corral; Hill City,,record,record
directories0384,Fairfield,phone book,1983,1983,Fairfield; Corral; Hill City,,record,record
directories0385,Fairfield,phone book,1985,1985,Fairfield; Corral; Hill City,,record,record
directories0386,Fairfield,phone book,1986,1986,Fairfield; Corral; Hill City,,record,record
directories0387,Fairfield,phone book,1987,1987,Fairfield; Corral; Hill City,,record,record
directories0388,Fairfield,phone book,1988,1988-1989,Fairfield; Corral; Hill City,,record,record
directories0389,Fairfield,phone book,1990,1990-1991,Fairfield; Corral; Hill City,,record,record
directories0390,Fairfield,phone book,1991,1991-1992,Fairfield; Corral; Hill City,,record,record
directories0391,Fairfield,phone book,1992,1992,Fairfield; Corral; Hill City,,record,record
directories0392,Gifford,phone book,1973,1973-1974,Gifford; Lenore; Albion,,record,record
directories0393,Gifford,phone book,1979,1979,Gifford; Lenore; Bovill; Deary; Elk River; Genesee; Harvard; Joel; Moscow; Onoway; Potlatch; Princeton; Viola,,record,record
directories0394,Gooding,phone book,1949,1949,Gooding; Hagerman; Jerome; Shoshone; Wendell; Pleasant Plains; Barrymore,,record,record
directories0395,Gooding,phone book,1952,1952-1953,Gooding; Bliss; Dietrich; Hagerman; Jerome; Shoshone; Wendell; Pleasant Plains; Barrymore,,record,record
directories0396,Gooding,phone book,1953,1953-1954,Gooding; Bliss; Dietrich; Hagerman; Jerome; Shoshone; Wendell; Pleasant Plains; Barrymore,,record,record
directories0397,Idaho Falls,directory,1916,1916-1917,Idaho Falls; Aberdeen; Ashton; Blackfoot; Driggs; Dubois; Newdale; Rexburg; Rigby; Roberts; St. Anthony; Shelley; Sugar; Teton,Bonneville County; Bingham County; Fremont County; Jefferson County; Madison County; Teton County,record,record
directories0398,Idaho Falls,directory,1929,1929-1930,Idaho Falls; Chokecherry; Gray; Iona; Irwin; Aberdeen; Basalt; Blackfoot; Firth; Fort Hall; Pingree; Shelley; Springfield; Ashton; Chester; Drummond; Parker; St. Anthony; Camas; Hamer; Heise; Level; Lorenzo; Menan; Monteview; Rigby; Ririe; Roberts; Terreton; Rexburg; Sugar; Thornton,Bonneville County; Bingham County; Fremont County; Jefferson County; Madison County; Teton County,record,record
directories0399,Idaho Falls,phone book,1947,1947,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood,,record,record
directories0400,Idaho Falls,phone book,1951,1951,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood,,record,record
directories0401,Idaho Falls,directory,1952,1952,Idaho Falls; Iona; Rigby; Gray; Swan Valley; Ririe; Irwin; Ucon,Bonneville County,record,record
directories0402,Idaho Falls,phone book,1953,1953,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood; Grant; Poplar; LaBelle,,record,record
directories0403,Idaho Falls,phone book,1954,1954,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood; Grant; Poplar; LaBelle; Annis,,record,record
directories0404,Idaho Falls,phone book,1956,1956,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood; Grant; Poplar; LaBelle,,record,record
directories0405,Idaho Falls,phone book,1956,1956-1957,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood; Grant; Poplar; LaBelle,,record,record
directories0406,Idaho Falls,directory,1957,1957,Idaho Falls; Swan Valley; Gray; Ucon; Ririe; Heise; Iona; Palisades; Irwin,Bonneville County,record,record
directories0407,Idaho Falls,phone book,1957,1957-1958,Idaho Falls; Rigby; Shelley; Dubois; Lewisville; Lorenzo; Ririe; Menan; Jameston; Firth; Woodville; Basalt; Taylorville; Goshen; Small; Ammon; Osgood; Grant; Poplar; LaBelle,,record,record
directories0408,Idaho Falls,phone book,1958,1958-1959,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0409,Idaho Falls,phone book,1960,1960,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0410,Idaho Falls,directory,1960,1960,Idaho Falls; Swan Valley; Gray; Ucon; Ririe; Heise; Iona; Palisades; Irwin; Rigby,Bonneville County,record,record
directories0411,Idaho Falls,phone book,1961,1961,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0412,Idaho Falls,directory,1961,1961,Idaho Falls; Swan Valley; Gray; Ucon; Ririe; Heise; Iona; Palisades; Irwin; Rigby,Bonneville County,record,record
directories0413,Idaho Falls,phone book,1962,1962,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0414,Idaho Falls,directory,1962,1962,Idaho Falls; Swan Valley; Gray; Ucon; Ririe; Heise; Iona; Palisades; Irwin; Rigby,Bonneville County,record,record
directories0415,Idaho Falls,directory,1963,1963,Idaho Falls; Swan Valley; Gray; Ucon; Ririe; Heise; Iona; Palisades; Irwin; Rigby,Bonneville County,record,record
directories0416,Idaho Falls,phone book,1963,1963,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0417,Idaho Falls,phone book,1965,1965,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0418,Idaho Falls,directory,1965,1965,Idaho Falls; Rigby; Ririe; Shelley; Roberts; Rexburg; Lewisville; Arco,Bonneville County,record,record
directories0419,Idaho Falls,directory,1966,1966,Idaho Falls; Shelley; Ucon; Irwin; Iona; Lewisville; Rigby; Ririe; Menan,Bonneville County,record,record
directories0420,Idaho Falls,phone book,1967,1967,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0421,Idaho Falls,phone book,1968,1968,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0422,Idaho Falls,phone book,1969,1969,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0423,Idaho Falls,phone book,1970,1970,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0424,Idaho Falls,phone book,1971,1971,Idaho Falls; Ashton; Driggs; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Ucon; Shelton; Iona; Milo; Drummond; Marysville; Squirrel; Island Park; Henry's Lake; Victor; Clawson; Tetonia; Bates; Cedron; Alta; Hibbard; Salem; Thornton; Plano; Sugar City; Archer; Independence; Burton; Lorenzo; Menan; Clark; LaBelle; Lewisville; Grant; Annis; Heise; Poplar; Goshen; Woodville; Jamestown; Firth; Basalt; Taylor,,record,record
directories0425,Idaho Falls,directory,1971,1971,Idaho Falls; Ririe; Swan Valley; Rigby; Ucon; Irwin; Rexburg; Iona; Lorenzo,Bonneville County,record,record
directories0426,Idaho Falls,directory,1972,1972,Idaho Falls; Ririe; Swan Valley; Rigby; Ucon; Irwin; Rexburg; Iona; Lorenzo,Bonneville County,record,record
directories0427,Idaho Falls,phone book,1973,1973,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0428,Idaho Falls,phone book,1974,1974,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0429,Idaho Falls,directory,1974,1974,Idaho Falls; Ririe; Swan Valley; Rigby; Ucon; Irwin; Rexburg; Iona; Lorenzo,Bonneville County,record,record
directories0430,Idaho Falls,phone book,1975,1975,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0431,Idaho Falls,directory,1975,1975,Idaho Falls; Ririe; Swan Valley; Rigby; Ucon; Irwin; Rexburg; Iona; Lorenzo,Bonneville County,record,record
directories0432,Idaho Falls,directory,1976,1976,Idaho Falls; Ririe; Swan Valley; Rigby; Ucon; Irwin; Rexburg; Iona; Lorenzo,Bonneville County,record,record
directories0433,Idaho Falls,phone book,1976,1976,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0434,Idaho Falls,phone book,1977,1977,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0435,Idaho Falls,phone book,1978,1978,Idaho Falls; Shelley; Firth; Arco; Swan Valley; Mackay; Rigby; Ririe; Rexburg; Roberts; Mud Lake; Terreton; Dubois; St. Anthony; Ashton; Island Park; Driggs,,record,record
directories0436,Idaho Falls,phone book,1979,1979,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0437,Idaho Falls,phone book,1981,1981,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0438,Idaho Falls,phone book,1982,1982,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0439,Idaho Falls,directory,1982,1982,Idaho Falls; ,Bonneville County,record,record
directories0440,Idaho Falls,phone book,1983,1983,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0441,Idaho Falls,phone book,1984,1984,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Howe; Victor; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley,,record,record
directories0442,Idaho Falls,directory,1984,1984,Idaho Falls; ,Bonneville County,record,record
directories0443,Idaho Falls,phone book,1985,1985,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0444,Idaho Falls,directory,1985,1985,Idaho Falls; Ammon,Bonneville County,record,record
directories0445,Idaho Falls,phone book,1986,1986,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0446,Idaho Falls,directory,1986,1986,Idaho Falls; Ammon,Bonneville County,record,record
directories0447,Idaho Falls,phone book,1987,1987,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0448,Idaho Falls,directory,1987,1987,Idaho Falls; Ammon,Bonneville County,record,record
directories0449,Idaho Falls,phone book,1988,1988-1989,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Sugar City; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0450,Idaho Falls,phone book,1989,1989-1990,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Sugar City; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0451,Idaho Falls,phone book,1990,1990-1991,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Sugar City; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0452,Idaho Falls,phone book,1991,1991-1992,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Sugar City; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0453,Idaho Falls,phone book,1992,1992-1993,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Sugar City; Victor; Tetonia; Elk Bend; Howe; Island Park; Ririe; May; Moore; Mackay; Rexburg; Rigby; Roberts; St. Anthony; Shelley,,record,record
directories0454,Idaho Falls,phone book,1994,1994-1995,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0455,Idaho Falls,phone book,1995,1995-1996,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0456,Idaho Falls,phone book,1996,1996-1997,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0457,Idaho Falls,phone book,1998,1998-1999,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0458,Idaho Falls,phone book,1999,1999-2000,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0459,Idaho Falls,phone book,2000,2000-2001,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0460,Idaho Falls,phone book,2001,2001-2002,Idaho Falls; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0461,Idaho Falls,phone book,2002,2002-2003,Idaho Falls; Ammon; Iona; Ucon; Lewisville; Menan; Newdale; Teton; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0462,Idaho Falls,phone book,2004,2004-2005,Idaho Falls; Ammon; Iona; Ucon; Lewisville; Menan; Newdale; Teton; Arco; Ashton; Challis; Clayton; Driggs; Victor; Tetonia; Elk Bend; Firth; Howe; Island Park; Mackay; May; Moore; Rexburg; Rigby; Ririe; Roberts; St. Anthony; Shelley; Sugar city; Swan Valley; Irwin; Terreton; Mud Lake,,record,record
directories0463,Kellogg,directory,1924,1924-1925,Kellogg; Burke; Gem; Wardner; Wallace; Mullan,Shoshone County,record,record
directories0464,Kellogg,phone book,1932,1932,Kellogg; Wallace; Mullan; Gem; Burke; Osborne; Wardner; Enaville; Harrison; Plummer; Worley; Cataldo,,record,record
directories0465,Kellogg,phone book,1933,1933,Kellogg; Wallace; Mullan; Gem; Burke; Osborne; Wardner; Enaville; Harrison; Plummer; Cataldo; Kingston,,record,record
directories0466,Kellogg,phone book,1934,1934,Kellogg; Wallace; Mullan; Osborne; Burke; Gem; Kingston; Wardner; Enaville; Cataldo; Harrison; Bovill,,record,record
directories0467,Kellogg,phone book,1944,1944,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Gem,,record,record
directories0468,Kellogg,phone book,1945,1945,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Gem,,record,record
directories0469,Kellogg,phone book,1946,1946,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
directories0470,Kellogg,phone book,1947,1947,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
directories0471,Kellogg,phone book,1948,1948,Kellogg; Wallace; Mullan; Osburn; Burke; Mace; Silverton; Millroad; Bingville; Smelterville; Wardner; Enaville; Kingston; Pinehurst; Gem,,record,record
